0,50.00,-3727.633430,4638.764357,-4778.815004,-40.473226,48.019890,-50.645011,0.000016,0.000637
1,50.00,165.332410,292.174536,1573.085265,1.301965,2.391279,15.548017,0.000016,0.000637
2,50.00,403.939706,633.514092,1006.101565,3.357812,5.785231,10.357142,0.000016,0.000637
3,50.00,1339.845736,871.303532,-1265.222614,13.217642,8.676712,-14.155184,0.000016,0.000637
4,50.00,1681.767840,-1127.334499,-911.791572,16.932416,-12.579273,-10.143923,0.000016,0.000637
5,50.00,-634.569385,896.031284,921.103046,-7.253759,8.587246,9.157584,0.000016,0.000637
6,50.00,322.938726,1296.075658,163.232347,2.779575,12.419134,1.157478,0.000016,0.000637
7,50.00,778.598949,113.831972,627.915015,7.365311,0.976898,5.767767,0.000016,0.000637
8,50.00,-35.294336,-7230.170564,3212.059303,-1.345349,-77.039418,33.211985,0.000016,0.000637
9,50.00,405.253467,359.957296,-25.516803,4.117615,2.762300,-0.255857,0.000016,0.000637
