0,5.00,46.673779,21.259154,76.072604,76.419889,54.567636,40.962112
1,5.00,20.301097,45.545287,94.498309,72.680870,71.680707,33.356845
2,5.00,70.512697,30.181729,73.678719,36.950329,92.703369,22.836884
3,5.25,15.830693,18.887784,58.117509,60.297592,32.128791,26.648643
4,5.27,0.273872,64.117628,41.475781,11.714705,18.504214,80.955820
5,5.00,0.774274,60.797306,69.325512,86.756612,30.884624,44.917507
6,5.00,84.117663,37.579717,60.159303,59.065730,17.809417,22.309741
7,5.00,39.776422,71.320235,73.266858,11.758346,7.296473,91.196179
8,5.00,20.302046,65.727790,97.209835,17.009350,32.737783,41.927558
9,5.00,35.879627,98.770845,94.528947,89.841575,50.858016,29.252296
10,5.00,69.062115,9.119531,14.524694,5.019246,12.985749,96.172517
11,5.00,40.427687,7.406970,0.294745,55.022985,57.417284,65.873786
12,5.00,47.290799,66.174991,51.482391,48.833553,7.740025,8.029168
17,5.00,52.900902,6.536630,80.085471,92.944204,91.606481,6.429717
14,5.00,86.168396,85.993155,93.085428,3.172973,51.172724,20.306721
15,5.00,36.207215,30.158255,68.099802,31.978012,38.220585,51.975759
16,5.00,51.094333,67.817482,68.037495,38.164669,29.119115,58.394982
17,5.00,3.045752,6.496724,20.240905,72.210867,76.434875,65.683496
18,5.00,8.356287,85.866777,51.490653,86.854907,49.703252,83.093810
19,5.00,61.210672,12.832306,49.988402,56.198658,86.210058,9.104395
20,5.00,61.006503,1.740921,91.055203,11.156934,76.497012,82.486635
21,5.00,92.540516,83.771738,43.277623,90.005586,78.450832,37.508342
22,5.00,52.351903,77.954178,67.782554,47.898389,61.520260,37.696439
23,5.00,24.924580,6.878823,31.833852,4.669333,6.530291,18.885041
24,5.00,78.771966,45.987222,31.825273,17.819039,11.757750,27.400383
25,5.00,87.717632,89.541011,45.771610,32.971792,90.051646,57.918804
26,5.00,92.025782,41.525715,19.506234,40.519390,22.464116,50.174868
27,5.00,16.529514,37.517117,92.730408,50.238726,31.192467,4.798409
28,5.00,24.574095,85.300140,96.960127,81.920652,38.935335,65.762116
29,5.00,37.168536,78.870179,90.386645,24.260961,98.549491,71.880649
30,5.00,42.352376,54.961652,90.825262,39.602911,47.663108,50.737172
31,5.00,10.654485,7.952960,41.581894,20.580498,12.816657,97.218209
32,5.00,19.646567,89.050320,12.797025,89.035000,47.699654,32.996519
33,5.00,12.329089,19.719172,62.385600,48.111205,72.432628,49.581438
34,5.00,16.005227,98.209734,90.246172,85.651414,6.521652,32.370951
35,5.00,84.867650,68.154823,74.943878,97.159445,12.976418,56.024583
36,5.00,18.060155,71.026851,60.548346,15.067887,8.921280,75.206123
37,5.00,17.627179,98.103068,57.010862,83.174182,8.645465,34.324900
38,5.00,46.066243,20.953119,1.559412,85.879356,31.504611,56.216720
39,5.00,87.085404,8.816280,46.434722,19.792372,46.639275,94.357909
40,5.00,35.974217,84.651897,52.571174,56.423482,61.093350,28.164154
41,5.00,59.072916,90.166152,93.743919,10.033490,81.410672,34.843037
42,5.00,80.531174,2.455311,77.479626,37.497339,58.370693,56.047504
43,5.00,17.797794,82.805304,3.539201,76.467617,93.270222,38.768062
44,5.00,56.232518,61.383680,87.717887,60.828027,55.742099,28.722108
45,5.00,37.217505,56.561100,36.378580,6.042183,6.860064,11.073386
46,5.00,61.930422,46.779195,26.830126,86.439263,58.545617,67.235930
47,5.00,9.029439,76.853435,77.196676,78.592385,98.480660,43.417520
48,5.00,5.404595,43.958299,62.112409,66.692044,89.665987,14.942353
49,5.00,47.110453,91.935491,58.434632,52.991770,42.207332,54.069758
50,5.00,68.716447,15.835189,2.659349,14.946779,89.236929,51.036041
51,5.00,18.023560,56.535542,38.350076,8.891765,84.623279,57.396738
52,5.00,45.781746,7.329959,63.585180,97.465421,65.461575,78.090608
53,5.00,30.441519,65.547179,85.741717,68.211184,62.501114,82.578810
54,5.00,45.595984,45.526618,49.000437,28.337369,10.469341,55.423932
55,5.00,25.287325,7.443782,88.637930,92.810195,3.399767,76.470730
56,5.00,79.179786,10.666863,63.280711,28.278947,50.942003,88.311253
57,5.00,28.864247,93.852334,11.915921,40.671119,17.933393,60.308494
58,5.00,59.675930,96.623108,78.467857,17.836841,5.361904,80.680571
59,5.00,26.082640,33.267587,28.648820,47.245116,64.748153,74.942075
60,5.00,90.599488,28.219463,48.081052,35.231648,31.974347,8.554791
61,5.00,6.343981,59.145414,31.780770,50.255619,15.942993,84.759421
62,5.00,20.778766,20.944956,17.484935,62.073417,27.915444,14.006024
63,5.00,47.617268,76.848257,71.757925,47.644727,8.292443,73.002103
64,5.00,68.625635,45.042790,51.540965,30.986835,59.217990,30.020859
65,5.00,91.103704,34.037844,1.768181,67.674004,58.115501,15.509663
66,5.00,48.738171,46.517289,31.205921,83.495861,76.259612,7.152963
67,5.00,29.940280,7.363493,34.364322,87.608733,40.427643,30.819312
68,5.00,75.882611,76.661104,67.341560,30.972432,44.556317,76.082340
69,5.00,54.956673,60.002760,96.475060,41.726779,20.294194,81.396546
70,5.00,19.660710,43.225735,84.870958,12.750060,53.221462,69.377984
71,5.00,53.467221,45.968742,21.425129,14.042871,47.639519,85.505834
