0,50.00,-13440.787430,16163.336343,-16932.833797,-40.471348,48.018017,-50.642793,0.000016,0.000637
1,50.00,481.684739,872.971739,5288.487630,1.323846,2.430616,15.452722,0.000016,0.000637
2,50.00,1207.243344,2013.606253,3487.187209,3.342568,5.736291,10.328894,0.000016,0.000637
3,50.00,4509.439820,2952.045293,-4657.024445,13.202167,8.666461,-14.126416,0.000016,0.000637
4,50.00,5743.487718,-4142.802226,-3343.928358,16.920163,-12.559729,-10.132455,0.000016,0.000637
5,50.00,-2363.722835,2953.543453,3117.548951,-7.187084,8.566888,9.147539,0.000016,0.000637
6,50.00,990.539355,4264.595802,446.093991,2.782056,12.349411,1.184379,0.000016,0.000637
7,50.00,2534.731230,359.915395,2011.207604,7.298214,1.042476,5.759347,0.000016,0.000637
8,50.00,-358.051387,-25718.987115,11183.126798,-1.345144,-77.036478,33.210830,0.000016,0.000637
9,50.00,1396.522630,1027.196826,-73.774876,4.134562,2.786048,-0.182048,0.000016,0.000637
