0,50.00,-15464.347761,18564.240293,-19464.950608,-40.471260,48.017929,-50.642689,0.000016,0.000637
1,50.00,547.916026,994.573132,6060.992820,1.324960,2.432698,15.447884,0.000016,0.000637
2,50.00,1374.352914,2300.349799,4003.613304,3.341824,5.733821,10.327669,0.000016,0.000637
3,50.00,5169.530390,3385.358981,-5363.283266,13.201457,8.665973,-14.125055,0.000016,0.000637
4,50.00,6589.482180,-4770.754102,-3850.514564,16.919585,-12.558806,-10.131911,0.000016,0.000637
5,50.00,-2722.972472,3381.862827,3574.930924,-7.183864,8.565896,9.147071,0.000016,0.000637
6,50.00,1129.651275,4881.967700,505.374476,2.782210,12.346055,1.185726,0.000016,0.000637
7,50.00,2899.540584,412.142007,2299.176414,7.294818,1.045590,5.758762,0.000016,0.000637
8,50.00,-425.303932,-29570.800885,12843.686209,-1.345134,-77.036340,33.210776,0.000016,0.000637
9,50.00,1603.281244,1166.540387,-82.739028,4.135404,2.787183,-0.178234,0.000016,0.000637
