0,50.00,-129.164948,317.005392,-242.451638,-17.253154,23.840599,-28.264721,0.000268,0.004154
1,50.00,10.680720,85.694684,122.761148,-2.983284,0.202264,8.706023,0.000278,0.004264
2,50.00,49.197133,90.242466,55.230369,2.966407,5.858636,5.615866,0.000089,0.001995
3,50.00,94.278227,87.626390,-1.707939,6.449273,1.340759,-4.725203,0.000279,0.004270
4,50.00,106.763338,16.137919,-15.811605,10.636572,-8.308005,-6.223476,0.000170,0.003070
5,50.00,2.294514,120.151969,63.043855,-4.076560,6.371139,4.575122,0.000214,0.003575
6,50.00,23.101649,145.371102,44.641426,-0.656251,9.486113,1.831643,0.000224,0.003693
7,50.00,52.171966,68.886327,68.830886,5.965238,-3.121010,5.762814,0.000117,0.002389
8,50.00,40.913101,-294.211342,199.550259,0.081293,-38.479294,16.662578,0.000261,0.004089
9,50.00,0.745270,116.974131,-0.380079,-1.129533,2.808798,-3.940647,0.000256,0.004029
