0,50.00,-22344.435013,26727.282110,-28074.146426,-40.471080,48.017751,-50.642478,0.000016,0.000637
1,50.00,773.397344,1408.574396,8686.177605,1.327247,2.436999,15.437954,0.000016,0.000637
2,50.00,1942.319326,3274.603262,5759.110741,3.340305,5.728757,10.325225,0.000016,0.000637
3,50.00,7413.642846,4858.486611,-7764.225224,13.200024,8.664982,-14.122296,0.000016,0.000637
4,50.00,9465.702433,-6905.551224,-5572.788127,16.918411,-12.556934,-10.130805,0.000016,0.000637
5,50.00,-3943.562195,4837.874008,5129.877966,-7.177308,8.563874,9.146124,0.000016,0.000637
6,50.00,1602.668109,6980.122922,707.264722,2.782534,12.339225,1.188484,0.000016,0.000637
7,50.00,4138.969936,590.539682,3278.081089,7.287853,1.051916,5.757505,0.000016,0.000637
8,50.00,-653.965842,-42666.938725,18489.547177,-1.345114,-77.036060,33.210666,0.000016,0.000637
9,50.00,2306.481608,1640.605071,-112.211551,4.137128,2.789491,-0.170379,0.000016,0.000637
