0,50.00,-13036.074974,15683.154780,-16426.410516,-40.471370,48.018038,-50.642818,0.000016,0.000637
1,50.00,468.445249,848.664189,5133.955761,1.323582,2.430124,15.453868,0.000016,0.000637
2,50.00,1173.816634,1956.241949,3383.893617,3.342745,5.736877,10.329188,0.000016,0.000637
3,50.00,4377.417122,2865.379292,-4515.764936,13.202336,8.666577,-14.126739,0.000016,0.000637
4,50.00,5574.285059,-4017.206326,-3242.608453,16.920301,-12.559949,-10.132585,0.000016,0.000637
5,50.00,-2291.853020,2867.873179,3026.068915,-7.187850,8.567124,9.147650,0.000016,0.000637
6,50.00,962.717763,4141.100302,434.245549,2.782020,12.350209,1.184060,0.000016,0.000637
7,50.00,2461.748062,349.489246,1953.609487,7.299019,1.041735,5.759483,0.000016,0.000637
8,50.00,-344.600979,-24948.623724,10851.013850,-1.345146,-77.036511,33.210843,0.000016,0.000637
9,50.00,1355.175982,999.334959,-71.959049,4.134362,2.785778,-0.182950,0.000016,0.000637
