0,5.00,51.940126,63.436674,42.693435,15.226271,93.886879,8.067127
1,5.00,65.829553,62.019343,31.968546,95.447005,12.473897,25.994825
2,5.00,39.209727,40.602466,47.240400,34.343972,20.228149,37.113643
3,5.00,50.361392,34.390501,54.264358,81.038917,56.315339,5.256156
4,5.00,46.272361,42.724508,64.091818,77.805510,1.435122,16.924393
5,5.00,42.251898,56.630587,47.757670,55.883576,22.654683,28.925733
6,5.00,59.449949,36.229487,42.905372,59.024296,60.243839,4.311669
7,5.00,38.723107,59.488906,54.996200,19.020180,8.087089,84.786423
8,5.00,36.239099,56.864805,35.165095,5.758373,39.463230,97.598954
9,5.00,43.679943,64.108864,48.691126,45.341266,70.643107,25.142541
10,5.00,49.936500,35.352994,58.924838,24.625731,93.291675,46.944952
11,5.00,54.738543,28.014215,46.011515,43.135950,69.087136,94.651424
12,5.00,48.506871,42.455036,39.114367,17.567080,24.871350,7.804466
13,5.00,43.255435,48.186579,44.317064,81.780681,89.051756,50.189683
14,5.00,34.673785,44.284254,38.982189,71.413287,76.315598,48.144937
15,5.00,51.673143,49.236618,31.694198,51.602404,70.478816,64.258390
16,5.00,54.475145,46.132556,41.823458,51.347035,68.832663,31.330816
17,5.00,51.201191,58.430045,53.678401,82.713501,95.371543,73.067922
18,5.00,40.121706,36.508207,39.725233,31.314640,98.633703,25.615043
19,5.00,46.965674,49.112654,72.844844,65.074415,57.631657,80.417504
20,5.00,42.927629,59.171131,39.497564,25.438627,61.379445,86.268397
21,5.00,52.116000,56.466000,42.034720,64.009044,13.154421,72.372237
22,5.00,58.689233,59.133446,49.833422,1.213327,61.080332,83.145139
23,5.00,31.553256,36.167188,54.378143,61.384159,55.156806,9.644312
24,5.00,44.264234,69.662412,61.908372,81.972972,83.530632,57.966237
25,5.00,44.953828,70.828302,66.087894,94.486290,42.823018,5.351979
26,5.00,51.652966,63.999199,40.742441,5.130206,89.213207,70.228813
27,5.00,48.400007,41.948977,48.282990,53.879222,5.442989,20.920209
28,5.00,43.101065,34.332505,55.707409,68.917090,81.714356,84.304425
29,5.00,52.719928,45.252394,63.676844,3.399685,96.004644,21.895182
30,5.00,66.786067,49.973053,56.044263,11.368312,65.249555,51.693086
31,5.00,48.841235,63.662863,45.802417,86.902891,7.758585,64.705857
32,5.00,36.681972,63.958964,55.206397,36.141260,73.695313,89.766550
33,5.00,56.241662,59.659311,53.001659,71.879023,71.105907,90.841363
34,5.00,48.834263,58.057145,30.159593,22.413134,28.922685,85.061531
35,5.00,37.572624,61.277352,40.750906,34.988211,1.709678,60.436709
36,5.00,60.401444,50.404450,45.701565,4.203382,76.819904,19.017121
37,5.00,53.632549,38.753507,48.360296,35.661392,8.345822,11.657447
38,5.00,48.436257,63.630345,54.564798,88.402370,20.886531,22.385792
39,5.00,38.483575,59.007254,38.561690,79.129510,25.040239,32.709501
40,5.00,55.609499,43.101676,52.182059,7.393314,40.619439,78.684716
41,5.00,38.071864,46.318230,58.163179,29.926428,43.389460,37.710370
42,5.00,49.768214,55.358426,59.321051,13.296416,25.211858,61.030936
43,5.00,43.556158,55.005540,55.868608,25.419140,28.844268,7.259336
44,5.00,55.743507,57.105407,50.174409,12.041178,6.283187,12.198145
45,5.00,37.209409,54.781797,57.301458,10.929931,35.868818,22.699316
46,5.00,29.693281,48.482535,34.019893,39.355763,5.450485,24.484208
47,5.00,61.876155,67.493891,45.108034,73.337628,7.401897,90.193287
48,5.00,60.215074,47.948063,65.448909,10.867270,46.736182,8.131649
49,5.00,42.607096,55.158165,57.797295,41.613250,39.513044,74.925842
50,5.00,29.460035,51.762658,56.788318,21.559577,57.018889,69.746748
51,5.00,62.523875,58.437420,42.719913,61.415261,60.680727,59.125602
52,5.00,58.513310,40.134329,43.950056,18.052190,62.985537,5.737810
53,5.00,39.854856,19.143919,44.035109,76.500513,83.622049,56.427351
54,5.00,43.741669,65.151497,43.417688,22.230610,3.051292,51.880374
55,5.00,55.646660,61.189143,45.612474,89.136842,22.355685,95.677954
56,5.00,56.040835,46.830927,45.314016,64.557784,23.816681,48.599122
57,5.00,40.801187,31.678477,50.019403,13.671423,1.043791,80.670028
